"esco_role","country_name","n_job_offers","median_min_salary","median_max_salary"
modern languages lecturer,United Kingdom,20,36000.0,61414.799999999996
monitoring and evaluation officer,United Kingdom,42,26634.239999999998,26634.239999999998
mortgage broker,Spain,26,18000.0,40000.0
mortgage broker,United Kingdom,622,30145.210084033613,62744.99999999999
mortgage broker,United States,18,43650.0,77831.83
mortgage loan underwriter,United Kingdom,26,42000.0,63000.0
motor vehicle shop manager,Germany,11,31000.0,55000.0
motor vehicle shop manager,Spain,26,20000.0,120000.0
motor vehicle shop manager,United Kingdom,58,36000.0,72000.0
motor vehicles parts advisor,United Kingdom,140,32400.0,36000.0
motor vehicles specialised seller,Germany,80,30000.0,47500.0
motor vehicles specialised seller,Spain,34,18000.0,30000.0
motor vehicles specialised seller,United Kingdom,74,30000.0,60000.0
motorcycle delivery person,Spain,31,9400.0,12600.0
move coordinator,Spain,13,22000.0,27000.0
move coordinator,United Kingdom,14,31656.96,33600.0
mover,Germany,11,27000.0,37000.0
mover,Spain,18,14400.0,18000.0
moving truck driver,Germany,14,30000.0,41000.0
moving truck driver,Spain,44,19200.0,20400.0
moving truck driver,United Kingdom,26,30297.6,34560.0
music director,Spain,79,18000.0,21300.0
music teacher,Germany,25,35000.0,52000.0
music teacher,United Kingdom,84,42754.2,62050.01999999999
music therapist,Germany,15,30000.0,41000.0
nanny,France,39,22120.0,22120.0
nanny,Germany,39,34000.0,45000.0
nanny,Spain,26,20000.0,25000.0
nanny,United Kingdom,25,48000.0,54000.0
nanny,United States,16,40352.0,50440.0
night auditor,Germany,92,27000.0,35000.0
night auditor,United Kingdom,93,28166.399999999998,28892.159999999996
night auditor,United States,94,31376.59,36487.52
notary,Germany,67,30000.0,39000.0
notary,Spain,13,18000.0,18000.0
nuclear engineer,United Kingdom,11,24000.0,84000.0
nurse assistant,Brazil,15,3396.0888000000004,3396.0888000000004
nurse assistant,France,142,30436.10714285714,34907.857142857145
nurse assistant,Germany,1353,31667.765326301913,42768.67469879518
nurse assistant,Spain,457,22925.80586080586,25869.04761904762
nurse assistant,United Kingdom,459,48692.57309090909,50701.638329670335
nurse assistant,United States,79,46660.1525,66436.0275
nurse responsible for general care,Germany,47,33000.0,44000.0
nurse responsible for general care,Spain,31,45000.0,60000.0
nurse responsible for general care,United Kingdom,330,46837.11326666667,60000.0
nursery school head teacher,Germany,15,37000.0,55000.0
nursing lecturer,Germany,33,32000.0,45000.0
nursing lecturer,United States,11,55456.84,81344.2
occupational analyst,United Kingdom,35,24000.0,120000.0
occupational driving instructor,United Kingdom,41,40800.0,66000.0
occupational health and safety inspector,Germany,32,39000.0,56000.0
occupational health and safety inspector,Spain,64,24000.0,28000.0
occupational therapist,Germany,226,30000.0,39000.0
occupational therapist,Spain,74,18000.0,20000.0
occupational therapist,United Kingdom,326,54926.426526315794,60676.37142857143
occupational therapist,United States,86,63200.35,92632.575
occupational therapy assistant,United Kingdom,47,30000.0,32400.0
office clerk,Germany,436,27587.301587301587,37022.72727272727
office clerk,Spain,326,14401.25,15820.535947712418
office clerk,United Kingdom,60,31200.0,36000.0
office clerk,United States,30,32281.6,36353.659999999996
office manager,Brazil,14,7033.32,7033.32
office manager,France,77,28800.0,33800.0
office manager,Germany,629,29876.923076923074,41000.0
office manager,India,11,2640.0,3300.0
office manager,Spain,349,18000.0,21195.494736842105
office manager,United Kingdom,435,35386.217,41753.836363636365
office manager,United States,79,40847.185,51220.365
oil refinery control room operator,Germany,16,35000.0,53000.0
oil refinery control room operator,Spain,20,20000.0,22000.0
oil refinery control room operator,United Kingdom,104,30000.0,32616.0
online community manager,Brazil,13,76.36176,76.36176
online community manager,Germany,77,33000.0,47000.0
online community manager,Spain,31,21000.0,24000.0
online community manager,United Kingdom,37,42000.0,57600.0
online marketer,Germany,19,32000.0,45000.0
online marketer,Spain,16,16800.0,21600.0
online sales channel manager,Germany,11,31000.0,42000.0
online sales channel manager,United Kingdom,12,32400.0,32400.0
operations manager,Brazil,39,4324.48704,4324.48704
operations manager,France,14,39600.0,43000.0
operations manager,Germany,254,37964.28571428571,56750.0
operations manager,India,36,3454.935,6600.0
operations manager,Spain,135,25000.0,28333.333333333332
operations manager,United Kingdom,703,40856.925400181215,61794.17056856187
operations manager,United States,291,47596.633061224486,67525.26590476191
optical engineer,Germany,11,37000.0,56000.0
optical technician,Germany,12,27000.0,40000.0
optician,France,12,26880.0,35000.0
optician,Germany,269,27000.0,36606.06060606061
optician,Spain,16,26000.0,30000.0
optometrist,Germany,52,33000.0,43000.0
optometrist,Spain,69,29000.0,33000.0
optometrist,United States,12,71780.0,93120.0
orthopaedic footwear technician,Germany,63,27000.0,40000.0
outdoor activities coordinator,United Kingdom,117,29030.399999999998,30807.359999999997
packaging and filling machine operator,Spain,40,18000.0,19000.0
packaging production manager,France,16,23000.0,23040.0
packaging production manager,Germany,65,27000.0,41000.0
packaging production manager,Spain,21,18000.0,18600.0
packaging production manager,United Kingdom,46,30000.0,66000.0
paint mixer,Germany,13,28000.0,38000.0
palliative care social worker,Germany,11,33000.0,44400.0
paramedic in emergency responses,Germany,98,32000.0,42000.0
paramedic in emergency responses,Spain,14,16000.0,16680.0
paramedic in emergency responses,United Kingdom,19,42000.0,44400.0
paramedic in emergency responses,United States,21,49002.46,57555.92
park guide,United Kingdom,17,32198.399999999998,32198.399999999998
passenger fare controller,Germany,121,40625.0,58777.77777777778
passenger fare controller,Spain,15,36000.0,40000.0
passenger fare controller,United Kingdom,13,33600.0,42000.0
pastoral worker,United Kingdom,24,25920.0,37345.2
pastry chef,Brazil,13,2009.52,2009.52
pastry chef,France,20,23040.0,24960.0
pastry chef,Germany,52,26000.0,35000.0
pastry chef,Spain,83,15853.5,17916.0
pastry chef,United Kingdom,24,38342.4,42000.0
pastry maker,Spain,14,15760.0,16200.0
payroll clerk,Germany,64,38000.0,56000.0
payroll clerk,Spain,118,21000.0,24000.0
payroll clerk,United Kingdom,1075,32876.96129679144,37943.84557329463
payroll clerk,United States,13,43969.13,60681.259999999995
pension scheme manager,United Kingdom,123,35802.0,65200.0
pensions administrator,United Kingdom,234,31572.444444444445,45517.333333333336
personal stylist,Germany,42,26000.0,35000.0
personal stylist,United Kingdom,22,27648.0,30297.6
personal trainer,Germany,15,32000.0,43000.0
personal trainer,Spain,49,9000.0,18000.0
personal trainer,United Kingdom,71,12000.0,60000.0
personal trust officer,United Kingdom,12,42000.0,72000.0
pest management worker,Germany,26,29000.0,40000.0
pest management worker,Spain,43,17000.0,22000.0
pest management worker,United Kingdom,17,33600.0,40800.0
pharmaceutical engineer,Brazil,11,7075.51992,7075.51992
pharmaceutical engineer,Spain,12,30000.0,33000.0
pharmaceutical quality specialist,Brazil,18,10047.6,12057.119999999999
pharmaceutical quality specialist,Germany,13,46000.0,68000.0
pharmacist,Brazil,24,6962.9868,6962.9868
pharmacist,France,24,40000.0,49200.0
pharmacist,Germany,72,46000.0,61000.0
pharmacist,Spain,136,26890.0,30000.0
pharmacist,United Kingdom,293,57600.0,69711.89333333333
pharmacist,United States,14,79735.94,147941.49
pharmacy assistant,France,34,22750.0,27840.0
pharmacy assistant,Spain,28,21000.0,24000.0
pharmacy assistant,United Kingdom,15,26496.0,36864.0
pharmacy technician,Brazil,11,4119.516,4119.516
pharmacy technician,Spain,95,16875.0,20000.0
pharmacy technician,United Kingdom,110,39168.0,57024.0
pharmacy technician,United States,65,32281.6,42369.6
phlebotomist,United Kingdom,11,12000.0,60000.0
phlebotomist,United States,95,36883.158749999995,47064.52125
photographer,Germany,55,27000.0,39000.0
photographer,Spain,33,15600.0,19000.0
photographer,United Kingdom,51,69120.0,103680.0
photonics engineering technician,Spain,36,15000.0,21600.0
physical education teacher secondary school,United Kingdom,309,40344.45714285715,60707.68862745098
physicist,Germany,20,65000.0,83000.0
physics lecturer,United Kingdom,78,42616.799999999996,61414.799999999996
physiologist,United Kingdom,13,59904.0,72000.0
physiotherapist,Brazil,12,5311.66374,6028.5599999999995
physiotherapist,Germany,566,30000.0,38000.0
physiotherapist,Spain,217,17327.766666666666,20678.972222222223
physiotherapist,United Kingdom,221,47400.0,55826.181818181816
physiotherapist,United States,35,78275.12,102820.0
physiotherapy assistant,United Kingdom,12,28548.0,28638.72
pilates teacher,Spain,30,15700.0,18000.0
pipe welder,Germany,20,30000.0,40000.0
pipe welder,United Kingdom,37,43776.0,55296.0
pipeline engineer,Germany,33,35000.0,54000.0
pipeline engineer,United Kingdom,58,33600.0,66000.0
pizzaiolo,Brazil,15,3295.6128,3295.6128
pizzaiolo,France,15,26400.0,31200.0
pizzaiolo,Spain,53,19000.0,22800.0
pizzaiolo,United Kingdom,36,31449.6,32256.0
plasterer,France,29,23040.0,26880.0
plasterer,Germany,28,29000.0,42000.0
plasterer,Spain,16,20000.0,22960.0
plasterer,United Kingdom,60,41471.99999999999,43799.04
plastic and rubber products manufacturing supervisor,Germany,16,30000.0,38000.0
plumber,France,32,23040.0,26880.0
plumber,Germany,64,29000.0,40000.0
plumber,Spain,228,20000.0,23781.81818181818
plumber,United Kingdom,248,41196.89846153846,46095.42857142857
plumbing supervisor,Germany,13,26000.0,34000.0
podiatrist,Germany,33,29000.0,41000.0
podiatrist,United Kingdom,15,55296.0,62208.0
police inspector,Germany,15,34800.0,52000.0
police officer,Spain,13,17000.0,19000.0
police officer,United Kingdom,43,43272.0,44130.0
policy manager,United Kingdom,120,32600.0,65052.0
policy officer,United Kingdom,56,24000.0,120000.0
political campaign officer,United Kingdom,11,40441.2,64512.0
post-production supervisor,Germany,22,45000.0,66000.0
postman/postwoman,Germany,305,29562.5,35993.01818181818
postman/postwoman,Spain,147,14962.5,16789.784576
postman/postwoman,United Kingdom,215,30804.479999999996,38469.42719999999
power electronics engineer,United Kingdom,18,66000.0,86400.0
power plant manager,Brazil,22,9647.70552,9647.70552
power plant manager,Germany,13,48000.0,68000.0
precision mechanic,Germany,27,31000.0,41000.0
prepared meat operator,Spain,25,17000.0,19000.0
pricing specialist,United Kingdom,201,24000.0,120000.0
primary school teacher,Germany,14,35000.0,51000.0
primary school teacher,United Kingdom,1994,39014.23726086179,57635.348672440094
primary school teaching assistant,United Kingdom,291,24480.0,28228.502857142856
print folding operator,Spain,20,21600.0,22800.0
private chauffeur,France,110,22848.0,24960.0
private chauffeur,Germany,15,27000.0,38000.0
private chauffeur,Spain,40,18000.0,19200.0
probation officer,United Kingdom,26,28364.399999999998,36000.0
process engineer,Germany,259,33675.59523809524,52839.4
process engineer,India,44,2970.0,7564.436
process engineer,Spain,42,27000.0,33000.0
process engineer,United Kingdom,96,42000.0,54000.0
process engineering technician,Germany,14,32000.0,52000.0
process engineering technician,United Kingdom,33,33960.0,39600.0
process officer,Germany,17,41000.0,58000.0
process officer,India,11,1979.9999999999998,2640.0
process officer,United Kingdom,25,33253.2,36072.0
procurement category specialist,Germany,13,67000.0,89000.0
procurement category specialist,United Kingdom,21,32117.759999999995,100800.0
procurement department manager,Germany,11,50000.0,67000.0
procurement department manager,Spain,68,20000.0,23000.0
procurement department manager,United Kingdom,142,41442.857142857145,54466.666666666664
procurement support officer,Spain,14,22000.0,25000.0
procurement support officer,United Kingdom,50,33600.0,42000.0
producer,Germany,27,34000.0,54000.0
producer,United Kingdom,55,42000.0,51600.0
producer,United States,28,41945.71,64208.18
product development engineering technician,United Kingdom,18,42000.0,54000.0
product development manager,Germany,74,35000.0,50000.0
product development manager,United Kingdom,109,28500.0,97083.12
product manager,France,47,42000.0,50000.0
product manager,Germany,507,41416.66666666667,60257.013574660625
product manager,India,49,6031.19,9566.205
product manager,Spain,68,25000.0,29999.0
product manager,United Kingdom,338,34343.85964912281,113130.35294117648
product manager,United States,34,94302.43,138751.71
product quality controller,Germany,30,29000.0,42000.0
product quality controller,United Kingdom,14,28800.0,30000.0
product quality inspector,Brazil,12,4219.992,4336.54416
product quality inspector,Germany,25,29000.0,41000.0
product quality inspector,Spain,19,20000.0,23040.0
product quality inspector,United Kingdom,131,33600.0,39914.0
production engineer,France,142,24412.8,29866.666666666668
production engineer,Germany,372,26480.0,36000.0
production engineer,India,35,5390.121,7459.429999999999
production engineer,Spain,20,27000.0,36000.0
production engineer,United Kingdom,122,36000.0,55536.0
production engineer,United States,14,59895.56,94450.84
production engineering technician,France,205,23037.333333333332,25080.0
production engineering technician,Germany,50,29000.0,41000.0
production engineering technician,Spain,22,20000.0,25000.0
production engineering technician,United Kingdom,46,30000.0,36000.0
production plant crane operator,Spain,18,20400.0,22000.0
production supervisor,France,35,22809.600000000002,24000.0
production supervisor,Germany,285,27000.0,38924.836601307186
production supervisor,Spain,18,21000.0,24000.0
production supervisor,United Kingdom,84,36000.0,42000.0
professional athlete,Germany,22,31000.0,43000.0
programme manager,United Kingdom,183,50649.04,108857.14285714286
programme manager,United States,16,55246.35,81901.95
project manager,Brazil,34,6028.5599999999995,6269.7024
project manager,France,191,28007.60625,33657.142857142855
project manager,Germany,2848,41196.44862436831,60034.16831465611
project manager,India,109,4525.014999999999,8287.774
project manager,Ireland,15,52000.0,84400.0
project manager,Spain,450,30000.0,36266.666666666664
project manager,United Kingdom,1948,48920.353485461914,73673.59109768615
project manager,United States,158,72545.57250000001,102326.08812500001
project support officer,United Kingdom,183,34967.2416,57032.91428571429
promoter,Brazil,128,3057.9870599999995,3471.4457999999995
promoter,Germany,23,32000.0,43000.0
promoter,Spain,512,12494.4,20293.70772816609
promoter,United Kingdom,15,33600.0,39600.0
prop master/prop mistress,United Kingdom,34,29091.6,33600.0
property appraiser,Spain,37,19000.0,68000.0
property assistant,Germany,19,29000.0,40000.0
property assistant,United Kingdom,80,29882.879999999997,36000.0
property developer,United Kingdom,19,32400.0,48000.0
property insurance underwriter,Germany,12,63000.0,89000.0
property insurance underwriter,United Kingdom,100,24000.0,120000.0
prosthetic-orthotics technician,Germany,18,26000.0,37000.0
psychic,Germany,11,25500.0,33000.0
psychologist,France,17,30000.0,35000.0
psychologist,Germany,73,38000.0,58000.0
psychologist,Spain,175,21072.0,24000.0
psychologist,United Kingdom,115,29878.079999999998,55837.056
psychology lecturer,United Kingdom,122,27360.0,31440.0
psychotherapist,Germany,58,47000.0,69000.0
public administration manager,Germany,15,43000.0,63000.0
public administration manager,United Kingdom,11,84000.0,114000.0
public affairs consultant,Germany,13,38000.0,58000.0
public affairs consultant,United Kingdom,12,37200.0,108000.0
public finance accountant,Spain,12,30000.0,33000.0
public finance accountant,United Kingdom,35,50778.0,96000.0
public funding advisor,Spain,47,18000.0,33600.0
public funding advisor,United Kingdom,20,39168.0,64512.0
public health policy officer,France,15,23400.0,24804.0
public health policy officer,India,13,4191.956999999999,7150.0
public housing manager,United Kingdom,26,52800.0,59397.6
public procurement specialist,Germany,21,38000.0,57000.0
public procurement specialist,Spain,23,18000.0,21000.0
public procurement specialist,United Kingdom,45,42000.0,66000.0
public relations manager,Spain,21,19000.0,21600.0
public relations manager,United Kingdom,55,37344.0,54000.0
public relations officer,United Kingdom,36,36000.0,48384.0
pump operator,United Kingdom,18,48000.0,54000.0
punch press operator,United Kingdom,50,31104.0,34560.0
purchase planner,Germany,18,41000.0,65000.0
purchase planner,United Kingdom,83,41352.0,48000.0
purchaser,Brazil,12,4420.9439999999995,4420.9439999999995
purchaser,Germany,56,34000.0,48000.0
purchaser,Spain,16,20000.0,23000.0
purchaser,United Kingdom,122,37670.399999999994,45000.0
purchasing manager,Germany,26,36000.0,52000.0
purchasing manager,Spain,51,23000.0,25000.0
purchasing manager,United Kingdom,125,31200.0,36518.4
quality engineer,Brazil,11,6631.416,7033.32
quality engineer,France,32,34000.0,45000.0
quality engineer,Germany,191,33093.75,51500.0
quality engineer,India,50,4534.2,6336.0
quality engineer,Spain,71,30000.0,33000.0
quality engineer,United Kingdom,271,42000.0,54000.0
quality engineering technician,France,40,25000.0,30000.0
quality engineering technician,Germany,42,32000.0,53000.0
quality engineering technician,Spain,81,24000.0,25625.0
quality engineering technician,United Kingdom,71,33150.0,36333.6
quality services manager,Germany,151,31312.5,54928.57142857143
quality services manager,Spain,41,23040.0,28704.0
quality services manager,United Kingdom,125,35654.159999999996,39750.0
quantity surveyor,United Kingdom,715,54863.26829268294,72000.0
quick service restaurant team leader,Germany,100,32000.0,47000.0
quick service restaurant team leader,United Kingdom,109,26864.28,28224.0
quick service restaurant team leader,United States,13,24211.2,31850.92
radio technician,Germany,16,30000.0,43000.0
radiographer,United Kingdom,40,62208.0,71423.99999999999
rail operations manager,Germany,11,41000.0,59000.0
rail project engineer,Germany,286,43419.04761904762,60816.32653061224
rail project engineer,Spain,32,30000.0,33000.0
rail project engineer,United Kingdom,135,48000.0,63400.0
rail project engineer,United States,12,73747.16,104467.06
rail traffic controller,Germany,12,31000.0,46000.0
railway station manager,Germany,27,36000.0,54000.0
real estate agent,Germany,178,33000.0,49000.0
real estate agent,Mexico,14,4512.0,4512.0
real estate agent,Spain,1554,21925.58439609903,51353.65015166836
real estate agent,United Kingdom,305,29760.0,48666.666666666664
real estate leasing manager,Spain,67,18000.0,40000.0
real estate leasing manager,United Kingdom,15,45918.72,52254.719999999994
real estate manager,Germany,122,33000.0,47000.0
real estate manager,Spain,881,16805.227272727272,36000.0
real estate manager,United Kingdom,157,31874.457142857143,36000.0
real estate surveyor,United Kingdom,162,50475.0,81200.0
receptionist,Brazil,468,3014.2799999999997,3014.2799999999997
receptionist,France,67,22500.0,23040.0
receptionist,Germany,1154,27000.0,33465.61938454627
receptionist,India,41,1902.5159999999998,2640.0
receptionist,Spain,1009,15757.037567613253,17981.542149293236
receptionist,United Kingdom,748,28783.417918552037,30049.280400000007
receptionist,United States,36,34299.2,36316.799999999996
recreational therapist,Germany,47,30000.0,39000.0
recreational therapist,United Kingdom,17,23040.0,54384.0
recreational therapist,United States,28,63050.0,75660.0
recruitment consultant,France,21,30000.0,40000.0
recruitment consultant,Germany,73,36000.0,53000.0
recruitment consultant,India,51,1979.9999999999998,3300.0
recruitment consultant,Spain,57,18000.0,24000.0
recruitment consultant,United Kingdom,1948,30038.129210526316,38711.3456791664
recycling specialist,Germany,11,30000.0,41000.0
recycling worker,Spain,11,13800.0,18000.0
recycling worker,United Kingdom,22,26357.760000000002,28523.52
refinery shift manager,Germany,53,31000.0,48000.0
refinery shift manager,Spain,26,28000.0,30000.0
refinery shift manager,United Kingdom,94,32256.0,52947.0
refrigeration air condition and heat pump technician,France,32,24960.0,30000.0
refrigeration air condition and heat pump technician,Germany,38,33000.0,46000.0
refrigeration air condition and heat pump technician,Spain,51,22800.0,27000.0
refrigeration air condition and heat pump technician,United Kingdom,35,24000.0,120000.0
refurbishing technician,Germany,15,29000.0,37000.0
refurbishing technician,Spain,24,22000.0,29000.0
refurbishing technician,United States,14,55584.88,80704.0
refuse collector,Spain,11,14000.0,18000.0
refuse vehicle driver,United Kingdom,11,38200.31999999999,40527.36
regulatory affairs manager,Germany,53,54000.0,75000.0
regulatory affairs manager,India,21,3959.9999999999995,4950.0
regulatory affairs manager,Spain,17,24000.0,27000.0
regulatory affairs manager,United Kingdom,442,24000.0,120000.0
rehabilitation support worker,Germany,34,28000.0,42000.0
rehabilitation support worker,United Kingdom,44,28431.359999999997,57600.0
relationship banking manager,India,68,3850.0,7232.697999999999
relationship banking manager,United Kingdom,136,24000.0,120000.0
religious education teacher at secondary school,United Kingdom,92,42754.2,61056.0
religious studies lecturer,United Kingdom,17,43200.0,63360.0
renewable energy engineer,Spain,13,28000.0,30000.0
renewable energy sales representative,Spain,21,18000.0,26000.0
rental manager,Germany,11,44000.0,55000.0
reprographics technician,Spain,15,15000.0,16000.0
research and development manager,Germany,28,45000.0,63000.0
research and development manager,Spain,16,28000.0,30000.0
research and development manager,United Kingdom,89,24000.0,120000.0
research engineer,France,11,36000.0,40416.0
research engineer,Germany,13,41000.0,65000.0
research engineer,United Kingdom,24,40800.0,62400.0
research manager,Germany,25,43000.0,61000.0
research manager,Spain,23,20000.0,21600.0
research manager,United Kingdom,89,40996.2,54000.0
residential childcare worker,United Kingdom,133,31843.956,36437.066666666666
residential home adult care worker,United Kingdom,25,34560.0,37693.44
residential home older adult care worker,United Kingdom,169,29969.42857142857,34534.08
residential home young people care worker,United Kingdom,84,28800.0,41471.99999999999
resource manager,United Kingdom,41,30000.0,36000.0
respiratory therapy technician,United Kingdom,13,46800.0,51600.0
restaurant host/restaurant hostess,France,16,27265.0,30000.0
restaurant host/restaurant hostess,Spain,15,19200.0,21600.0
restaurant manager,Brazil,51,5023.8,6028.5599999999995
restaurant manager,France,25,28300.0,30000.0
restaurant manager,Germany,337,30000.0,43583.333333333336
restaurant manager,Spain,179,20771.428571428572,24000.0
restaurant manager,United Kingdom,139,30521.6,44176.64
restaurant manager,United States,47,43669.4,61399.06
retail department manager,Germany,14,27000.0,39000.0
retail department manager,United Kingdom,21,33600.0,36240.0
retail entrepreneur,United Kingdom,12,27648.0,27648.0
road construction supervisor,Germany,59,29000.0,38000.0
road construction worker,Germany,28,29000.0,38000.0
road maintenance technician,France,793,24016.2096124031,28291.067857142854
road maintenance technician,Germany,110,30000.0,41000.0
road maintenance technician,Spain,350,20934.848484848484,24775.0
road maintenance technician,United Kingdom,64,39600.0,49200.0
road maintenance worker,France,31,23040.0,23040.0
road maintenance worker,United Kingdom,76,32256.0,38131.2
road operations manager,Germany,14,37000.0,51000.0
road transport maintenance scheduler,United Kingdom,12,31200.0,34200.0
roadside vehicle technician,United Kingdom,18,45600.0,54000.0
robotics engineer,Germany,29,38000.0,54000.0
robotics engineer,United Kingdom,52,55200.0,72000.0
rolling stock electrician,United Kingdom,19,38400.0,46800.0
roofer,France,17,23040.0,26880.0
roofer,Germany,190,29000.0,38000.0
roofer,United Kingdom,23,37200.0,40380.0
roofing supervisor,Germany,18,29000.0,41000.0
room attendant,Brazil,29,2652.5664,2813.328
room attendant,France,37,22560.0,22809.600000000002
room attendant,Germany,919,26000.0,35001.811594202896
room attendant,Spain,70,14000.0,17000.0
room attendant,United Kingdom,95,29030.399999999998,30593.82
room attendant,United States,12,28670.29,36636.9
rooms division manager,Germany,172,30000.0,40000.0
rooms division manager,Spain,48,20400.0,24000.0
rooms division manager,United Kingdom,14,36000.0,42000.0
rubber technologist,Germany,11,32000.0,56000.0
sales account manager,Brazil,177,4003.340625,4742.4672
sales account manager,France,63,35000.0,40000.0
sales account manager,Germany,4825,30075.919773928363,41308.78330040026
sales account manager,India,97,3959.9999999999995,6209.750249999999
sales account manager,Spain,1447,18000.0,26413.768115942028
sales account manager,United Kingdom,1415,33737.360890302065,46791.862068965514
sales account manager,United States,30,48500.0,72750.0
sales assistant,Brazil,57,3416.184,3494.55528
sales assistant,France,19,22200.0,22809.600000000002
sales assistant,Germany,1295,28824.99750657052,39000.0
sales assistant,Spain,192,14955.0,16141.0
sales assistant,United Kingdom,721,25330.676932806324,36000.0
sales engineer,France,25,50000.0,70000.0
sales engineer,Germany,194,39872.22222222222,59625.0
sales engineer,India,25,3300.0,6050.0
sales engineer,Spain,115,30000.0,39400.0
sales engineer,United Kingdom,159,42000.0,66000.0
sales manager,Brazil,204,5533.950144,6028.5599999999995
sales manager,France,50,40000.0,48000.0
sales manager,Germany,8581,29886.136045455518,40752.17141619798
sales manager,India,287,3300.0,4644.4926000000005
sales manager,Spain,453,20705.96923076923,29994.444444444445
sales manager,United Kingdom,1900,33986.114727526794,51019.88127696289
sales manager,United States,21,63050.0,82450.0
sales processor,Germany,28,30000.0,40000.0
sales processor,United Kingdom,80,30000.0,33600.0
sales support assistant,Brazil,12,2652.5664,4019.04
sales support assistant,France,28,21000.0,24500.0
sales support assistant,Germany,453,28149.425287356324,39000.0
sales support assistant,India,14,3778.9399999999996,4400.0
sales support assistant,Spain,306,14937.5,19217.81736156863
sales support assistant,United Kingdom,1295,30007.340425531915,34837.80086062716
sales support assistant,United States,18,32281.6,36798.89
science teacher secondary school,Spain,12,10000.0,14400.0
science teacher secondary school,United Kingdom,465,41180.85333333333,60749.08714285715
scientific laboratory technician,France,24,24960.0,26640.0
scientific laboratory technician,Germany,82,30000.0,44000.0
scientific laboratory technician,Spain,68,21000.0,24000.0
scientific laboratory technician,United Kingdom,67,29400.0,34560.0
screen printer,Germany,11,29000.0,42000.0
search engine optimisation expert,Germany,16,38000.0,59000.0
search engine optimisation expert,India,15,2640.0,3959.9999999999995
search engine optimisation expert,Spain,21,20000.0,24000.0
search engine optimisation expert,United Kingdom,24,31200.0,42000.0
second officer,Spain,43,19326.0,24000.0
secondary school department head,Germany,93,45250.0,67375.0
secondary school head teacher,United Kingdom,12,41400.0,72110.4
secondary school teacher,Germany,130,35000.0,52000.0
secondary school teacher,Spain,101,22720.0,26000.0
secondary school teacher,United Kingdom,627,38041.735537190085,58832.4832
secondary school teaching assistant,Germany,72,28000.0,40000.0
secondary school teaching assistant,United Kingdom,171,24563.914285714287,28661.12
secretary,Brazil,120,3617.136,3628.74656
secretary,France,36,23040.0,26000.0
secretary,Germany,615,28000.0,38881.818181818184
secretary,India,13,2376.0,4307.259
secretary,Spain,186,16835.555555555555,19771.428571428572
secretary,United Kingdom,527,33432.03673469388,41737.355294117646
securities analyst,Germany,20,50000.0,70000.0
securities analyst,United Kingdom,84,24000.0,120000.0
securities broker,United Kingdom,42,36000.0,84000.0
securities underwriter,United Kingdom,11,48000.0,54000.0
security alarm technician,Germany,15,32000.0,44000.0
security alarm technician,Spain,93,19450.0,24000.0
security alarm technician,United Kingdom,11,44400.0,120000.0
security consultant,France,11,80000.0,90000.0
security consultant,Germany,128,36055.555555555555,58000.0
security consultant,India,11,4335.705,7260.0
security consultant,Spain,26,30000.0,43000.0
security consultant,United Kingdom,74,36000.0,120000.0
security guard,Germany,28,27000.0,36000.0
security guard,Spain,197,18000.0,20160.0
security guard,United States,14,34299.2,38334.4
security manager,France,18,22946.88,24000.0
security manager,Germany,404,27000.0,35001.92307692308
security manager,Spain,63,15000.0,27000.0
security manager,United Kingdom,262,28915.342857142856,54000.0
security manager,United States,21,38334.4,40352.0
service manager,France,18,35000.0,44400.0
service manager,Germany,377,36711.46245059289,54888.88888888889
service manager,Spain,105,21000.0,24000.0
service manager,United Kingdom,784,31204.644395604395,38504.104394805196
service manager,United States,18,53350.0,75458.23999999999
sewerage maintenance technician,United Kingdom,22,26357.760000000002,54000.0
sheet metal worker,Germany,129,29000.0,43000.0
sheet metal worker,Spain,66,19200.0,22800.0
sheet metal worker,United Kingdom,48,36000.0,40165.2
ship assistant engineer,Germany,36,41000.0,58000.0
ship assistant engineer,Spain,24,23000.0,29000.0
ship assistant engineer,United Kingdom,22,36000.0,48000.0
shipping agent,Germany,38,26000.0,35000.0
shoemaker,Germany,17,27000.0,41000.0
shop assistant,Brazil,22,2913.804,2913.804
shop assistant,Spain,46,15000.0,18000.0
shop assistant,United Kingdom,335,29252.2931092437,31251.01714285714
shop manager,Brazil,119,4346.214975,5023.8
shop manager,France,41,26400.0,30000.0
shop manager,Germany,119,33000.0,50777.77777777778
shop manager,India,17,2914.285,7700.0
shop manager,Spain,233,20000.0,22285.0
shop manager,United Kingdom,444,32459.237827751196,39447.90384615385
shop supervisor,Brazil,12,6028.5599999999995,6028.5599999999995
shop supervisor,United Kingdom,129,27210.239999999998,27210.239999999998
shunter,United Kingdom,19,37486.079999999994,40510.668
smart home installer,Germany,59,30000.0,40000.0
social care worker,Germany,363,31962.5,43200.0
social care worker,Spain,22,15876.0,16000.0
social care worker,United Kingdom,176,33827.975999999995,53967.87142857142
social pedagogue,Germany,97,34000.0,46000.0
social pedagogue,Spain,68,18001.0,24000.0
social security administrator,United Kingdom,35,36000.0,45600.0
social security officer,United Kingdom,70,34560.0,41471.99999999999
social services manager,Germany,39,39000.0,58000.0
social services manager,United Kingdom,11,60945.6,66000.0
social work assistant,France,17,25070.0,25070.0
