sector,subsector,estimated_employees_2024,task_name,verdict,priority_score,ai_feasibility_score,business_opportunity_score,recommended_business_model,recommended_horizon,relative_priority,total_2024,size_micro_pct,size_small_pct,size_medium_pct,size_large_pct,sector_context,recommended_solution_type,person_actions,typical_input,typical_output,frequency,process_variability,common_exceptions,verifiability_score,verifiability_reason,verification_latency_score,verification_latency_reason,input_standardization_score,input_standardization_reason,output_standardization_score,output_standardization_reason,error_tolerance_score,error_tolerance_reason,integration_ease_score,integration_ease_reason,autonomy_score,autonomy_reason,executing_role,typical_seniority,annual_gross_salary_eur_min,annual_gross_salary_eur_max,company_cost_eur_min,company_cost_eur_max,avg_time_per_task_minutes,monthly_volume_per_company,monthly_human_cost_eur_min,monthly_human_cost_eur_max,non_human_costs,economic_assumptions,pain_size_score,pain_size_reason,recurrence_score,recurrence_reason,buyer_budget_score,buyer_budget_reason,roi_clarity_score,roi_clarity_reason,adoption_ease_score,adoption_ease_reason,productization_ease_score,productization_ease_reason,service_component_need_score,service_component_need_reason,business_model_reason,legal_regulatory_risks,reputational_risks,precision_risks,integration_bottlenecks,misleading_attractiveness,Estimated_Employees_2024,Estimated_Employees_pct,Median_YoY_Growth_pct,Growth_2020_2024_pct,Total_2024,Total_2023,Total_2022,Total_2021,Total_2020,Size_Micro (0-9)_abs,Size_Small (10-49)_abs,Size_Medium (50-249)_abs,Size_Large (250+)_abs,Size_Micro (0-9)_pct,Size_Small (10-49)_pct,Size_Medium (50-249)_pct,Size_Large (250+)_pct,Estrato_Sin asalariados_abs,Estrato_De 1 a 2_abs,Estrato_De 3 a 5_abs,Estrato_De 6 a 9_abs,Estrato_De 10 a 19_abs,Estrato_De 20 a 49_abs,Estrato_De 50 a 99_abs,Estrato_De 100 a 199_abs,Estrato_De 200 a 249_abs,Estrato_De 250 a 999_abs,Estrato_De 1000 a 4999_abs,Estrato_De 5000 o más asalariados_abs,Estrato_Sin asalariados_pct,Estrato_De 1 a 2_pct,Estrato_De 3 a 5_pct,Estrato_De 6 a 9_pct,Estrato_De 10 a 19_pct,Estrato_De 20 a 49_pct,Estrato_De 50 a 99_pct,Estrato_De 100 a 199_pct,Estrato_De 200 a 249_pct,Estrato_De 250 a 999_pct,Estrato_De 1000 a 4999_pct,Estrato_De 5000 o más asalariados_pct,Condicion_Sociedades anónimas_abs,Condicion_Sociedades de responsabilidad limitada_abs,Condicion_Sociedades anónimas_pct,Condicion_Sociedades de responsabilidad limitada_pct
49 Transporte terrestre y por tubería,494 Transporte de mercancías por carretera y servicios de mudanza,273002.0,"Carga, descarga y verificación de mercancía en muelle",mala,39.2,38.8,40.0,no_recomendable,no_priorizar,baja,25186,81.96,15.65,2.13,0.26,Operaciones físicas de almacén de transporte.,no_recomendable,"Cargar/descargar mercancía, verificar integridad, comparar con packing list.","Mercancía física, packing list en papel.","Mercancía confirmada, informe de incidencias.",Diaria,Extrema. Cada carga es un mundo.,"Mercancía dañada, diferencia de inventario, rechazo de carga por el cliente.",2,"La verificación es visual y física, difícilmente automatizable sin cámaras industriales carísimas.",5,La verificación ocurre al momento de cargar/descargar.,2,"Muy variable según tipo de embalaje, cliente y tipo de mercancía.",3,Inventario correcto vs. entrada inicial.,2,Un error aquí implica reclamaciones de seguros y pérdidas de producto.,1,Muy difícil; requiere infraestructura física.,1,Es imposible de automatizar. El conductor debe estar presente y realizar las operaciones.,Mozo de almacén/Conductor,Operario nivel básico,25000,35000,30000,45000,45.0,100,2000,2500,"Hardware de escaneo, sensores, robots, mantenimiento.",Proceso manual típico en almacén de transporte de carga consolidada.,3,"Es una tarea necesaria, pero no es el principal dolor que busca resolver un software.",5,Ocurre constantemente en cada despacho o recepción.,2,"Coste necesario, pero no hay 'presupuesto' para automatizarlo.",2,Difícil de medir el ROI de la automatización robótica frente al humano.,1,Muy baja. Cada conductor tiene sus hábitos y es un trabajo físico que requiere supervisión humana.,1,Cada almacén y tipo de producto es distinto. Muy poco escalable.,5,Es 100% servicio físico/humano.,"No es un producto de software, es un proceso operativo humano. La IA solo puede hacer seguimiento, no sustituir.",Responsabilidad sobre la carga.,"Altísimo, es la cara visible de la calidad del servicio.",Muy alto. Riesgo físico y de pérdida de activos.,"Requiere hardware (cámaras, sensores) en todas las instalaciones.","Parece un problema de visión artificial, pero el entorno de almacén es caótico para robots/IA.",273002.0,2.31,-1.5,-10.5,25186,25216,27344,27299,28132,20643,3941,537,65,81.96,15.65,2.13,0.26,2265,9282,4710,4386,2323,1618,348,165,24,57,8,0,8.99,36.85,18.7,17.41,9.22,6.42,1.38,0.66,0.1,0.23,0.03,0.0,680,24506,2.7,97.3
55 Servicios de alojamiento,551 Hoteles y alojamientos similares,250565.0,Gestión y entrada de reservas de grupos/corporativos,buena,92.2,88.8,97.5,saas_puro,ya,muy_alta,8641,73.51,19.69,5.55,1.25,Hoteles y alojamientos turísticos de tamaño mediano (50-250 hab).,software,"Leer solicitud de reserva, comprobar disponibilidad en PMS, asignar habitación, confirmar al cliente y actualizar inventario.",Correos electrónicos de empresas/agencias con solicitudes de bloqueo de habitaciones.,Reserva confirmada y bloqueada en el sistema PMS del hotel.,"Diario, varias veces por hora.","Baja. Las reglas de negocio (política de cancelación, precios) están definidas.","Reservas multiproducto, solicitudes especiales no estándar, errores en pasarelas de pago.",5,La reserva está bien hecha si coincide exactamente con lo solicitado y el inventario del PMS está actualizado. Fácil de validar.,5,La verificación ocurre en el mismo momento que se crea el registro en el PMS.,5,Los correos y formularios de reserva siguen patrones muy específicos y campos obligatorios.,5,"El output es una reserva en el PMS: campos fijos (Nombre, Fechas, Tipo Habitación).",3,Un error es corregible (ej. modificar una fecha en el PMS) y el riesgo reputacional es moderado si se gestiona rápido.,4,Existen middleware de conectividad hotelera muy maduros.,4,La IA puede gestionar la mayoría de casos. Solo los casos de disputa o cambios complejos requieren humano.,Recepcionista / Back-office administrativo,Nivel intermedio (administrativo).,22000,28000,27000,35000,5.0,1500,2250,2900,"Coste de API/Conectividad PMS, licencias de procesado de lenguaje natural.",Cálculo basado en un hotel medio con 50 reservas diarias; el coste de un recepcionista a tiempo completo se prorratea por tarea.,5,La gestión de reservas manual es el mayor cuello de botella operativo en hoteles medianos/pequeños.,5,Es la actividad central del hotel; ocurre cada vez que entra un cliente.,4,Los hoteles sufren por la baja ocupación en temporada baja; reducir el coste operativo por reserva es una prioridad absoluta.,5,Muy alta: reducción directa de horas de trabajo administrativo y mayor rapidez en ventas.,5,"Los PMS (Property Management Systems) actuales ya tienen APIs, la integración es estándar y no altera la operativa del recepcionista.",5,"Muy alta: una vez resuelta la integración PMS, el software es idéntico para cualquier hotel.",1,"No requiere personas, solo software bien integrado.",SaaS puro o integrado en el PMS. El ahorro en costes operativos es directo y cuantificable.,Cumplimiento RGPD en el tratamiento de datos personales de huéspedes.,Un error en la reserva genera una queja inmediata al check-in (muy negativo).,Duplicidad de reservas o sobreventa si la sincronización no es en tiempo real.,"Necesidad de integración robusta con PMS (Oracle Opera, Mews, etc.) que a veces son cerrados.","Parece fácil, pero la integración con PMS legacy puede ser una pesadilla técnica.",250565.0,2.12,1.5,3.3,8641,8410,8615,8438,8369,6352,1701,480,108,73.51,19.69,5.55,1.25,1115,2058,1596,1583,883,818,301,148,31,81,25,2,12.9,23.82,18.47,18.32,10.22,9.47,3.48,1.71,0.36,0.94,0.29,0.02,898,7743,10.39,89.61
55 Servicios de alojamiento,551 Hoteles y alojamientos similares,250565.0,Gestión y respuesta a reseñas online y solicitudes de cliente,buena,57.5,42.5,80.0,saas_puro,24_meses,media,8641,73.51,19.69,5.55,1.25,Todo tipo de hoteles con presencia digital.,software,"Monitorizar reseñas, analizar sentimiento, redactar respuesta personalizada, publicar respuesta.","Reseñas en plataformas de terceros (Google, Booking, etc.) o emails de consulta.","Respuesta cordial, profesional y personalizada.","Diario, volumen alto.",Alta: cada reseña es un mundo diferente.,"Solicitudes de reembolso, quejas por higiene, peticiones de servicios especiales (cunas, alérgicos).",2,"El output (texto) es fácil de leer pero difícil de verificar si ""satisface"" al cliente o si es ""buena"" la respuesta. Subjetivo.",4,La verificación es casi inmediata tras leer el texto generado.,2,"Inputs altamente variables: tono, idioma, longitud, plataforma de origen.",3,"La respuesta es texto libre, pero debe seguir unas guías de estilo muy estrictas.",2,Un error en una respuesta puede volverse viral y dañar la reputación del hotel. Impacto alto.,3,La mayoría de plataformas ya tienen APIs de mensajería para empresas.,4,La IA puede clasificar y responder el 90% de las consultas. Las quejas críticas pasan a un gestor de experiencia.,Responsable de atención al cliente / Social Media Manager,Nivel intermedio.,22000,30000,27000,38000,10.0,200,2250,3200,"Coste de suscripción API de LLM (ej. GPT-4), herramientas de monitorización.",Cálculo basado en el volumen de comentarios en plataformas como TripAdvisor/Booking.,4,"Es un trabajo monótono, estresante y que consume muchísimo tiempo.",5,Los clientes publican reseñas constantemente.,5,La reputación online es vital hoy en día; cualquier mejora directa en el NPS justifica el gasto.,4,Alta: se mide en tiempo ahorrado y posibles mejoras en la nota media (que impacta en ventas).,4,"Los hoteles ya están acostumbrados a delegar esto a agencias, un SaaS que gestione esto es una evolución natural.",3,Difícil: cada cadena hotelera tiene una marca y un tono muy distinto que hay que parametrizar.,3,Necesita supervisión de un humano al menos al inicio para asegurar tono de marca.,SaaS con modelo de suscripción basado en volumen de tickets o habitaciones gestionadas.,Moderados: cuidado con no revelar datos personales en respuestas públicas.,Crítico: una mala gestión automatizada de una queja puede ser desastrosa.,Alucinaciones de la IA que prometan servicios que el hotel no tiene.,Acceso a APIs de plataformas como Booking/Expedia/TripAdvisor (a veces limitan la respuesta automatizada).,"Parece fácil generar texto, pero mantener el ""tono de voz"" y la empatía del hotel es muy difícil.",250565.0,2.12,1.5,3.3,8641,8410,8615,8438,8369,6352,1701,480,108,73.51,19.69,5.55,1.25,1115,2058,1596,1583,883,818,301,148,31,81,25,2,12.9,23.82,18.47,18.32,10.22,9.47,3.48,1.71,0.36,0.94,0.29,0.02,898,7743,10.39,89.61
55 Servicios de alojamiento,551 Hoteles y alojamientos similares,250565.0,Auditoría financiera y cierre de caja nocturno,media,56.2,53.8,60.0,saas_mas_operaciones_humanas,24_meses,media,8641,73.51,19.69,5.55,1.25,Hoteles de cualquier tamaño que realizan auditoría nocturna de caja.,hibrido,"Conciliar ventas de caja con los ingresos bancarios, verificar cuadres de turnos, generar el cierre contable diario.","Reportes de ventas de POS, extractos bancarios, registros de terminales de pago.",Reporte de cierre diario validado y conciliado.,Diario (cierre de día).,"Media: la estructura es fija, pero las excepciones (incidentes de caja) son variables.","Fallos en datáfonos, propinas no registradas, errores en facturación de consumiciones de minibar/restaurante.",3,Los números cuadran o no cuadran. Es binario. Pero encontrar por qué no cuadran puede ser subjetivo y complejo.,5,La comprobación es inmediata tras ejecutar el cierre.,3,"Inputs procedentes de diversos puntos de venta (POS) del hotel, a menudo poco estructurados o con errores humanos.",5,Report financiero estandarizado (P&L diario). Muy estructurado.,1,Errores en la auditoría financiera tienen consecuencias graves de cara a impuestos y control de caja.,2,Requiere integraciones profundas con varios sistemas legacy que suelen ser cerrados.,2,"El riesgo de error es alto, requiere supervisión constante humana aunque el proceso sea repetitivo.",Auditor nocturno / Recepcionista de noche,Nivel junior/intermedio.,24000,30000,30000,38000,45.0,30,2500,3200,"Licencias de software financiero, consultoría de implementación contable.",Auditoría realizada diariamente. Se asume un coste de tiempo del auditor nocturno.,4,"Es un proceso tedioso, obligatorio y que quita horas de sueño al personal nocturno.",5,Ocurre cada noche sin excepción en todos los hoteles.,3,Es un proceso obligatorio. El hotel paga por asegurar que los libros cuadren.,3,"Mediana: se ahorra tiempo, pero se necesita un humano que se haga responsable legal.",2,Cambiar procesos de auditoría nocturna es complejo. Requiere confianza extrema en la IA antes de delegar.,2,"Cada hotel tiene reglas contables y departamentos de ingresos propios, dificulta un producto ""talla única"".",5,La responsabilidad legal y el manejo de excepciones contables exige un humano en el bucle.,Híbrido: software de IA para cerrar cifras y un servicio de auditoría externa que da fe del cierre.,"Altos: implica fiscalidad, cumplimiento de normativa contable y posibles fraudes.",Riesgo de fraude interno o problemas con la auditoría fiscal externa.,Riesgo de descuadres financieros difíciles de rastrear a posteriori.,"Silos de datos: El POS del restaurante, el PMS y el sistema de pasarelas de pago no siempre se hablan bien.","Parece automático porque es numérico, pero la limpieza de los datos de entrada es un trabajo sucio y difícil.",250565.0,2.12,1.5,3.3,8641,8410,8615,8438,8369,6352,1701,480,108,73.51,19.69,5.55,1.25,1115,2058,1596,1583,883,818,301,148,31,81,25,2,12.9,23.82,18.47,18.32,10.22,9.47,3.48,1.71,0.36,0.94,0.29,0.02,898,7743,10.39,89.61
"47 Comercio al por menor, excepto de vehículos de motor y motocicletas",477 Comercio al por menor de otros artículos en establecimientos especializados,242341.0,Automatización del procesamiento de facturas de proveedores (OCR + IA),buena,89.0,90.0,87.5,saas_puro,ya,muy_alta,27960,94.55,4.46,0.7,0.29,Cualquier comercio minorista especializado.,software,"Recibe factura, extrae datos manualmente (o hace asiento) en programa contable.",PDFs o imágenes de facturas de compra.,Asiento contable listo para revisar/validar en el ERP.,Diaria/Semanal,"Moderada, limitada a los formatos de facturas de proveedores.","Facturas escaneadas con mala calidad, formatos no estándar, falta de datos fiscales.",5,Verificable 100%: los importes deben sumar y el CIF debe ser correcto.,5,Instantánea mediante reglas de validación.,4,"Aunque los formatos son diversos, el contenido de una factura está muy estandarizado.",5,El output es un formato contable estandarizado.,4,El error es grave para Hacienda pero es corregible antes de la liquidación de impuestos.,4,Existen buenas APIs de OCR y procesamiento de documentos.,4,"Alta: una vez entrenada con los proveedores, la IA clasifica y extrae con alta precisión.",Dueño / Administrativo de tienda,Junior,24000,30000,1500,2000,5.0,100,200,300,"Suscripción software de OCR, almacenamiento.",El dueño o gestor dedica 30 minutos diarios a procesar facturas de compra.,4,Tareas administrativas manuales son el mayor cuello de botella para microempresas.,5,Es una tarea recurrente en la gestión de cualquier negocio.,4,Ahorra costes contables y reduce errores en la entrada de facturas.,5,ROI evidente: horas de trabajo administrativo ahorradas.,4,"Fácil de adoptar si se integra con el software de contabilidad (ej. Sage, Holded).",5,Muy sencillo de productizar debido a la estandarización del documento.,1,Soporte mínimo para configuración inicial.,SaaS de automatización contable (OCR + IA) integrado en flujo de gestión.,Fiscalidad. Riesgo de mala extracción de IVA o datos del emisor.,"Ninguna si se revisa, pero problemas con Hacienda.",Error en importes o identificación de emisor.,Conexión con programas de contabilidad locales de España.,"Ya existen muchas soluciones (ej. Dext), la clave es la integración perfecta con los ERPs más usados en el comercio minorista español.",242341.0,2.05,-1.3,-13.4,27960,27900,31597,31377,32278,26436,1247,195,82,94.55,4.46,0.7,0.29,5348,13801,5663,1624,785,462,98,77,20,51,28,3,19.13,49.36,20.25,5.81,2.81,1.65,0.35,0.28,0.07,0.18,0.1,0.01,683,27277,2.44,97.56
"47 Comercio al por menor, excepto de vehículos de motor y motocicletas",477 Comercio al por menor de otros artículos en establecimientos especializados,242341.0,Sincronización automatizada de catálogo y stock omnicanal,buena,83.0,80.0,87.5,saas_puro,ya,muy_alta,27960,94.55,4.46,0.7,0.29,Comercio minorista especializado con presencia online multicanal.,software,"Descarga ficheros de proveedores, compara con stock real en ERP, actualiza manualmente la web.","Listados de productos de proveedores, stock local, precios.",Web actualizada (precios y stock) y alerta de productos agotados.,Diaria,Alta debido a que cada proveedor envía la información en formatos distintos.,"Falta de stock, productos con variantes mal mapeadas, errores de actualización de precios.",5,El resultado es binario: el stock en la web coincide o no con el real.,5,La validación es instantánea mediante la consulta de base de datos.,3,"Formatos de archivos CSV/Excel o APIs de proveedores, a menudo inconsistentes.",5,El output es un JSON o actualización de base de datos estandarizada.,3,"Un error puede causar una venta sin stock, lo cual daña la reputación pero es reversible mediante reembolso.",3,"Existen muchas APIs, pero los sistemas locales son cerrados.",3,Requiere supervisión para gestionar incidencias de stock inexistente o roturas.,Responsable de E-commerce / Encargado de Tienda,Junior/Mid,22000,28000,1200,1800,15.0,30,400,600,"Licencias de software, costes de servidor, APIs de terceros.",Cálculo basado en un responsable de tienda/ecommerce dedicado 1 hora diaria a revisar y actualizar manualmente 50-100 productos.,4,La venta de productos no disponibles es un dolor importante que causa fricción con clientes.,5,Se requiere actualizar el catálogo diariamente por cambios en el stock.,4,El control de inventario impacta directamente en las ventas y evita la sobreventa.,5,Reducción directa de tiempo administrativo y aumento de ventas por disponibilidad real.,4,La integración con plataformas de e-commerce es estándar hoy en día. El reto es la sincronización de inventario en tiempo real.,5,Es un problema universal en el retail especializado. Solución altamente replicable.,2,Necesidad de soporte técnico inicial para integración.,SaaS puro que se conecta vía API a Shopify/WooCommerce y ERPs locales.,Protección de datos (RGPD) en caso de gestión de clientes asociada. Riesgo bajo.,Vender productos sin stock afecta negativamente a la imagen de marca.,Divergencia entre stock real y virtual.,Sistemas legacy de gestión de inventario utilizados por pequeños comercios.,"Parece fácil por la existencia de APIs, pero la calidad de datos de los proveedores suele ser pésima.",242341.0,2.05,-1.3,-13.4,27960,27900,31597,31377,32278,26436,1247,195,82,94.55,4.46,0.7,0.29,5348,13801,5663,1624,785,462,98,77,20,51,28,3,19.13,49.36,20.25,5.81,2.81,1.65,0.35,0.28,0.07,0.18,0.1,0.01,683,27277,2.44,97.56
"47 Comercio al por menor, excepto de vehículos de motor y motocicletas",477 Comercio al por menor de otros artículos en establecimientos especializados,242341.0,Gestión inteligente de consultas de clientes vía IA (WhatsApp/Chat),media,43.8,31.2,62.5,servicio_habilitado_por_ia,no_priorizar,baja,27960,94.55,4.46,0.7,0.29,Comercio minorista con alta interacción digital con clientes.,hibrido,"Lee mensaje, busca información de stock/envío, redacta respuesta personalizada.",Mensaje del cliente (texto/audio).,Respuesta útil basada en políticas de la tienda y catálogo.,"Diaria, bajo demanda",Muy alta: los clientes preguntan de todo de maneras distintas.,"Preguntas complejas sobre casos de uso específicos, reclamaciones agresivas, errores de logística.",2,Es subjetivo. ¿Es la respuesta amable y correcta? Sólo se puede verificar con métricas de satisfacción.,2,"La latencia es post-interacción (encuestas, comentarios).",2,El lenguaje humano es altamente variable y poco estructurado.,3,"Respuesta de texto generada, que debe pasar filtros de calidad.",2,Un error en el tono puede ser grave. Una mala respuesta puede perder una venta.,3,"Existen herramientas, pero configurar el contexto (catálogo, política de devoluciones) lleva tiempo.",3,"La IA puede resolver gran parte, pero el tono de marca y excepciones requieren supervisión.",Dependiente de tienda / Atención al cliente,Junior,20000,26000,1200,1600,10.0,200,400,600,"Costes de API de LLM (ej. OpenAI), plataforma de chat, soporte.",Personal de tienda dedica 2 horas al día a responder WhatsApps/chats/emails.,4,La atención al cliente consume recursos escasos en tiendas pequeñas.,5,El flujo es continuo durante el horario de atención.,3,"Ahorra muchas horas de personal atendiendo las mismas preguntas sobre tallas, envíos o devoluciones.",3,"Es claro el ahorro en horas hombre, difícil medir el impacto en conversión exacta.",2,Requiere cambiar la cultura de atención al cliente de 'manual y personal' a 'asistida por IA'.,3,"Se puede estandarizar el servicio, pero requiere customización por cada cliente.",4,El cliente final siempre prefiere una supervisión mínima.,SaaS de atención al cliente con IA generativa ajustada al catálogo del negocio.,Cumplimiento de RGPD y consumo. Riesgo moderado.,"Alta, una mala atención impacta directamente en las reseñas.",Alucinaciones de la IA sobre disponibilidad de stock o políticas.,Integración con sistemas de CRM o plataformas de chat (WhatsApp Business API).,"Las demos son mágicas, pero la realidad operativa es que hay excepciones que la IA no maneja bien.",242341.0,2.05,-1.3,-13.4,27960,27900,31597,31377,32278,26436,1247,195,82,94.55,4.46,0.7,0.29,5348,13801,5663,1624,785,462,98,77,20,51,28,3,19.13,49.36,20.25,5.81,2.81,1.65,0.35,0.28,0.07,0.18,0.1,0.01,683,27277,2.44,97.56
"47 Comercio al por menor, excepto de vehículos de motor y motocicletas",471 Comercio al por menor en establecimientos no especializados,233708.0,Digitalización y contabilización de facturas de proveedores,buena,90.8,86.2,97.5,saas_puro,ya,muy_alta,9556,89.34,8.7,1.12,0.85,"Comercio minorista (tiendas de conveniencia, supermercados locales).",software,"Recibir facturas de proveedores, escanear o subir a una plataforma, verificar los datos extraídos y exportar al software contable.",PDFs o fotos de facturas de proveedores y tickets de compra.,Asiento contable listo para importar al ERP/software de impuestos.,Diario,"Variabilidad media: muchos proveedores distintos, pero datos consistentes (fecha, importe, IVA).","Facturas manuscritas, formatos de ticket ilegibles o falta de datos obligatorios.",5,La suma de importes y validación de impuestos es matemática y exacta.,5,El sistema confirma la lectura en segundos tras el escaneo.,4,"Las facturas de proveedores suelen seguir estructuras repetitivas, aunque cambien de diseño.",5,El resultado debe ser un asiento contable estándar. Muy estructurado.,4,"Si falla, el sistema lo marca para revisión; bajo riesgo si hay auditoría humana final.",3,"Las APIs de contabilidad son estándar, pero los TPVs antiguos son un reto.",3,"La mayoría de las facturas siguen estándares, pero requieren revisión si el formato cambia o hay errores de lectura.",Administrativo / Encargado de tienda,Junior/Administrativo,22000,28000,27000,35000,10.0,80,150,300,"Suscripción mensual al software OCR/IA, costes de almacenamiento.",Se estima que una pyme de comercio maneja unas 50-100 facturas/tickets al mes. Coste hora administrativo incluido seguridad social.,5,La carga administrativa es una de las mayores quejas de los pequeños comercios.,5,Las compras a proveedores ocurren continuamente.,4,El ahorro en horas de gestoría o administrativo es directo y fácil de calcular.,5,El ahorro en horas hombre es directo y medible desde el primer mes.,5,"Se puede integrar directamente con el ERP o el TPV del comercio, funcionando de forma transparente.",5,Producto altamente escalable (SaaS).,1,"El software debe ser robusto, pero el mantenimiento es técnico. No requiere consultoría.",Software que lee PDFs y los mete en contabilidad. Alto valor por ahorro de tiempo administrativo en pymes.,Cumplimiento RGPD y normativa de facturación electrónica.,Bajos si la herramienta está bien auditada.,Errores en la lectura de importes o NIF que pueden causar problemas con Hacienda.,Fragmentación de software de TPVs y ERPs en el sector comercio.,Parece sencillo pero la variabilidad de formatos de ticket de compra es enorme.,233708.0,1.97,1.3,0.4,9556,9340,9963,9555,9520,8537,831,107,81,89.34,8.7,1.12,0.85,859,3504,3133,1041,529,302,65,36,6,41,24,16,8.99,36.67,32.79,10.89,5.54,3.16,0.68,0.38,0.06,0.43,0.25,0.17,206,9350,2.16,97.84
"47 Comercio al por menor, excepto de vehículos de motor y motocicletas",471 Comercio al por menor en establecimientos no especializados,233708.0,Gestión de contenidos y promociones en redes sociales,media,51.8,46.2,60.0,saas_puro,24_meses,media,9556,89.34,8.7,1.12,0.85,Comercio local minorista.,software,"Redactar posts, diseñar creatividades sencillas, responder comentarios, programar publicaciones.","Calendario de ofertas, fotos de producto, tono de voz.",Plan de publicaciones y borradores de posts.,Diario/Semanal,Muy alta: cada campaña es un mundo.,"Promociones muy locales (ej. fiestas del barrio), quejas específicas de clientes.",2,"La calidad es subjetiva (creatividad), aunque el engagement es un dato objetivo.",3,El engagement se mide en horas/días.,3,"Ofertas mensuales, catálogo de productos, festividades.",4,"Posts de redes sociales, newsletters. Estructura muy definida.",2,Un post erróneo daña la marca local de forma inmediata.,5,APIs estándar disponibles (Buffer/Hootsuite tipo).,3,"Puede generar borradores, pero el dueño siempre quiere dar el toque final de ""cercanía"".",Gerente / Community Manager externo,Empleado/Encargado,20000,26000,25000,32000,20.0,12,100,200,"Costes de API, herramientas de gestión de redes sociales.",El tiempo dedicado es de 1-2 horas semanales por tienda. Salario base minorista.,3,"El comerciante sabe que debe estar en redes, pero no tiene tiempo para hacerlo bien.",5,Marketing constante y recurrente.,3,El marketing es una partida que a veces se recorta; el ROI no es instantáneo.,2,Dificil atribuir ventas directas a un post en redes en un negocio físico.,3,"Los comerciantes valoran mucho la personalización, pero desconfían de que una IA se haga pasar por ellos.",5,Muy fácil de convertir en producto estándar para el sector retail.,2,El software debe permitir la supervisión humana fácil antes de publicar.,SaaS con automatización de marketing local. Alta escalabilidad.,"Uso de imágenes, protección de datos de clientes, publicidad engañosa.",Alto impacto reputacional negativo si el mensaje es incorrecto.,Riesgo de lenguaje inapropiado o falta de tono de marca.,Acceso a APIs de redes sociales. Cumplimiento de políticas de Meta/Google.,"Parece fácil, pero la autenticidad es lo que vende en el comercio minorista. La IA suele sonar ""robotizada"".",233708.0,1.97,1.3,0.4,9556,9340,9963,9555,9520,8537,831,107,81,89.34,8.7,1.12,0.85,859,3504,3133,1041,529,302,65,36,6,41,24,16,8.99,36.67,32.79,10.89,5.54,3.16,0.68,0.38,0.06,0.43,0.25,0.17,206,9350,2.16,97.84
"47 Comercio al por menor, excepto de vehículos de motor y motocicletas",471 Comercio al por menor en establecimientos no especializados,233708.0,Predicción de reposición de inventario y generación de pedidos,media,49.0,45.0,55.0,servicio_habilitado_por_ia,24_meses,media,9556,89.34,8.7,1.12,0.85,"Comercio minorista (alimentación, droguería, etc.).",hibrido,"Analizar ventas previas, comprobar stock actual, calcular necesidades, consultar ofertas de proveedores y generar pedidos.","Datos históricos del TPV, niveles actuales de inventario.",Orden de compra sugerida para cada proveedor.,Semanal,Alta: la demanda minorista depende de mil factores externos.,"Promociones imprevistas, cambios en la demanda por clima o eventos locales.",3,Es verificable comparando el stock previsto con el real al cabo de un tiempo.,2,Se verifica cada semana tras la venta del producto.,4,"Históricos de ventas del TPV, datos de stock y estacionalidad.",5,Lista de pedidos con cantidades y fechas.,2,Un error en la predicción puede dejar la estantería vacía. Alto impacto.,2,Difícil integrar con proveedores tradicionales que no tienen EDI.,2,"La IA puede predecir, pero la decisión final sobre qué pedir y a quién depende de ofertas de proveedores, lo que es muy manual.",Encargado de establecimiento,Encargado,20000,25000,25000,30000,120.0,4,300,500,"Software de gestión de inventario, mantenimiento técnico.",Se estima que una tienda pierde un 5% de margen por roturas de stock. Coste salarial de encargado.,4,La gestión manual de stocks es la principal causa de ineficiencia y pérdida de producto.,4,Los pedidos a proveedores son una rutina constante.,3,"El ahorro en rotura de stock y sobrestock es grande, pero es difícil convencer al comerciante de que la máquina sabe más que él.",3,"El beneficio es claro a largo plazo, pero difícil de aislar del resto de la gestión comercial.",2,"Requiere cambios en la operativa diaria de inventario, lo cual es lento en pymes.",2,Cada tienda tiene proveedores y productos únicos. Requiere personalización.,4,Requiere configurar los parámetros de cada tienda (configuración inicial).,SaaS con servicio de consultoría. Es un problema complejo que requiere entender el negocio del cliente.,"Bajo impacto legal, alto riesgo financiero.","Si falla el stock, se pierde la confianza del cliente.",La IA puede sobreestimar la demanda y causar pérdidas de producto perecedero.,Conexión entre el TPV del comercio y el sistema de pedidos del proveedor. Muchas veces es manual/fax/teléfono.,"Parece que la IA resolverá las ventas, pero el contexto del barrio es muy volátil.",233708.0,1.97,1.3,0.4,9556,9340,9963,9555,9520,8537,831,107,81,89.34,8.7,1.12,0.85,859,3504,3133,1041,529,302,65,36,6,41,24,16,8.99,36.67,32.79,10.89,5.54,3.16,0.68,0.38,0.06,0.43,0.25,0.17,206,9350,2.16,97.84
